generation,best_fitness,average_fitness,std_dev_fitness,mutation_rate,mutation_strength,best_weight_0,best_weight_1,best_weight_2,best_weight_3,best_weight_4,best_weight_5,best_weight_6
76,4476.33,1863.95,1474.15,0.2200,0.2300,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
77,4476.33,1628.89,1419.97,0.2350,0.2450,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
78,4476.33,1748.38,1487.79,0.2500,0.2600,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
79,4476.33,1456.76,1252.49,0.2650,0.2750,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
80,4476.33,1545.57,1394.45,0.2800,0.2900,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
81,4476.33,1416.97,1239.75,0.2950,0.3050,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
82,4476.33,1354.87,1197.68,0.3000,0.3200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
83,4476.33,1284.58,1241.13,0.3000,0.3350,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
84,4476.33,1240.24,1155.53,0.3000,0.3500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
85,4476.33,1360.93,1292.34,0.3000,0.3650,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
86,4476.33,1274.66,1280.80,0.3000,0.3800,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
87,4476.33,1421.78,1242.58,0.3000,0.3950,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
88,4476.33,1221.77,1178.17,0.3000,0.4100,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
89,4476.33,1295.33,1235.62,0.3000,0.4250,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
90,4476.33,1323.46,1302.43,0.3000,0.4400,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
91,4476.33,1335.61,1329.95,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
92,4476.33,1240.31,1219.41,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
93,4476.33,1180.16,1166.10,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
94,4476.33,1308.05,1230.09,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
95,4476.33,1226.11,1233.81,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
96,4476.33,1303.14,1307.26,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
97,4476.33,1240.88,1185.81,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
98,4476.33,1331.94,1341.75,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
99,4476.33,1424.92,1406.17,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
100,4476.33,1275.75,1259.74,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
101,4476.33,1290.92,1213.13,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
102,4476.33,1241.20,1180.42,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
103,4476.33,1283.88,1220.23,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
104,4476.33,1218.45,1255.11,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
105,4476.33,1338.65,1315.53,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
106,4476.33,1262.24,1213.50,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
107,4476.33,1245.16,1269.89,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
108,4476.33,1349.12,1298.44,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
109,4476.33,1364.54,1347.53,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
110,4476.33,1302.94,1292.25,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
111,4476.33,1266.06,1210.31,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
112,4476.33,1375.53,1278.31,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
113,4476.33,1414.25,1399.18,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
114,4476.33,1286.54,1210.61,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
115,4476.33,1339.75,1293.74,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
116,4476.33,1290.93,1309.52,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
117,4476.33,1215.28,1208.82,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
118,4476.33,1383.50,1330.37,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
119,4476.33,1322.86,1292.15,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
120,4476.33,1346.35,1315.01,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
121,4476.33,1251.21,1167.02,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
122,4476.33,1281.54,1222.56,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
123,4476.33,1356.87,1340.72,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
124,4476.33,1451.99,1362.73,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
125,4476.33,1268.40,1210.57,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
126,4476.33,1241.24,1148.60,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
127,4476.33,1454.58,1390.41,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
128,4476.33,1218.46,1252.57,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
129,4476.33,1313.51,1270.34,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
130,4476.33,1352.32,1301.63,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
131,4476.33,1434.99,1445.57,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
132,4476.33,1185.61,1186.13,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
133,4476.33,1394.66,1296.29,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
134,4476.33,1286.63,1265.93,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
135,4476.33,1364.28,1293.34,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
136,4476.33,1343.00,1312.23,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
137,4476.33,1290.86,1301.47,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
138,4476.33,1439.42,1381.22,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
139,4476.33,1219.34,1206.65,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
140,4476.33,1297.90,1315.65,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
141,4476.33,1331.83,1326.56,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
142,4476.33,1214.16,1259.77,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
143,4476.33,1337.61,1297.07,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
144,4476.33,1179.17,1198.82,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
145,4476.33,1319.34,1333.32,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
146,4476.33,1259.47,1319.94,0.3000,0.4500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.14810604183157589,0.6236676673345299,0.2792394110047593,-0.602452060497558
